DATAFLOW,LAST UPDATE,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IE,2019,3.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IE,2020,3.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2003,2.2,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2004,1.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2005,1.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2006,1.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2007,1.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2008,1.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2009,4.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2010,4.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2011,4.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2012,3.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2013,4.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2014,4.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2015,3.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2016,2.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2017,1.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2018,1.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2019,2.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IS,2020,4.3,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,1993,5.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,1994,6.2,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,1995,6.5,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,1996,6.7,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,1997,7.0,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,1998,7.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,1999,7.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2000,7.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2001,6.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2002,6.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2003,6.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2004,5.9,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2005,5.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2006,5.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2007,4.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2008,5.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2009,5.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2010,5.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2011,5.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2012,7.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2013,8.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2014,8.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2015,8.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2016,8.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2017,8.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2018,8.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2019,7.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,IT,2020,6.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,1997,9.8,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,1998,10.0,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,1999,11.2,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2000,11.9,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2001,12.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2002,10.9,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2003,9.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2004,9.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2005,7.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2006,4.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2007,3.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2008,4.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2009,8.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2010,11.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2011,10.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2012,9.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2013,8.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2014,7.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2015,6.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2016,5.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2017,4.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2018,4.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2019,4.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LT,2020,6.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,1993,1.7,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,1994,2.0,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,1995,2.0,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,1996,2.1,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,1997,1.8,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,1998,2.0,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,1999,1.9,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2000,1.9,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2001,1.7,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2002,2.3,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2003,2.7,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2004,4.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2005,3.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2006,4.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2007,3.0,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2008,3.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2009,3.9,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2010,3.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2011,4.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2012,4.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2013,5.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2014,4.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2015,5.6,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2016,4.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2017,4.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2018,4.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2019,4.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LU,2020,5.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,1997,10.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,1998,10.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,1999,10.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2000,10.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2001,10.0,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2002,8.8,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2003,9.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2004,8.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2005,7.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2006,4.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2007,4.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2008,5.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2009,11.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2010,12.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2011,10.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2012,10.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2013,8.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2014,8.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2015,7.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2016,7.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2017,6.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2018,5.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2019,4.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,LV,2020,6.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,ME,2011,13.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,ME,2012,13.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,ME,2013,12.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,ME,2014,12.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,ME,2015,12.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,ME,2016,11.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,ME,2017,12.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,ME,2018,11.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,ME,2019,11.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,ME,2020,12.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2006,22.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2007,22.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2008,20.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2009,19.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2010,19.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2011,19.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2012,18.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2013,18.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2014,17.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2015,15.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2016,13.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2017,13.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2018,12.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2019,11.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MK,2020,10.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,1997,1.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,1998,1.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,1999,1.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2000,,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2001,,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2002,1.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2003,2.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2004,2.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2005,2.2,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2006,2.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2007,2.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2008,2.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2009,3.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2010,3.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2011,3.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2012,3.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2013,3.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2014,2.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2015,3.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2016,3.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2017,2.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2018,2.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2019,3.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,MT,2020,3.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,1993,4.8,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,1994,5.3,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,1995,5.2,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,1996,5.0,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,1997,4.5,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,1998,3.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,1999,2.9,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2000,2.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2001,1.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2002,2.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2003,2.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2004,3.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2005,4.8,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2006,4.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2007,3.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2008,3.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2009,3.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2010,3.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2011,3.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2012,4.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2013,5.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2014,5.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2015,5.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2016,4.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2017,3.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2018,2.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2019,2.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NL,2020,2.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,1996,3.1,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,1997,2.8,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,1998,2.1,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,1999,1.7,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2000,1.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2001,2.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2002,2.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2003,2.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2004,2.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2005,2.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2006,2.3,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2007,1.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2008,1.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2009,1.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2010,2.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2011,2.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2012,1.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2013,2.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2014,2.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2015,3.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2016,3.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2017,2.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2018,2.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2019,2.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,NO,2020,3.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,PL,1998,8.4,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,PL,1999,9.9,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,PL,2000,12.2,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,PL,2001,13.2,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y25-54,PC_POP,F,PL,2002,13.9,
