DATAFLOW,LAST UPDATE,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,IT,2016,593,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,IT,2017,535,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,IT,2018,484,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,IT,2019,436,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,IT,2020,407,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,1997,55,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,1998,52,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,1999,55,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2000,54,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2001,51,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2002,36,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2003,39,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2004,28,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2005,20,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2006,13,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2007,11,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2008,19,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2009,41,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2010,47,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2011,39,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2012,32,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2013,27,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2014,25,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2015,20,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2016,18,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2017,15,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2018,12,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2019,13,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LT,2020,20,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,1993,1,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,1994,1,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,1995,1,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,1996,1,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,1997,1,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,1998,1,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,1999,1,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2000,1,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2001,1,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2002,1,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2003,2,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2004,2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2005,2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2006,2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2007,2,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2008,3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2009,3,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2010,2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2011,2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2012,3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2013,2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2014,4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2015,4,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2016,4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2017,3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2018,3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2019,4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LU,2020,5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,1997,41,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,1998,38,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,1999,34,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2000,29,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2001,29,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2002,26,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2003,25,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2004,26,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2005,20,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2006,19,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2007,15,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2008,19,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2009,44,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2010,42,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2011,32,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2012,29,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2013,22,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2014,17,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2015,14,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2016,13,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2017,12,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2018,8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2019,8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,LV,2020,9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,ME,2011,7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,ME,2012,10,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,ME,2013,9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,ME,2014,9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,ME,2015,10,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,ME,2016,10,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,ME,2017,9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,ME,2018,8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,ME,2019,8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,ME,2020,9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2006,70,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2007,68,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2008,66,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2009,62,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2010,57,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2011,56,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2012,55,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2013,52,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2014,50,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2015,44,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2016,41,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2017,41,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2018,37,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2019,29,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MK,2020,27,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,1997,4,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,1998,4,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,1999,4,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2000,5,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2001,6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2002,5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2003,6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2004,6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2005,5,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2006,5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2007,4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2008,3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2009,4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2010,4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2011,4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2012,4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2013,4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2014,3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2015,3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2016,3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2017,3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2018,3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2019,3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,MT,2020,3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,1993,136,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,1994,145,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,1995,150,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,1996,136,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,1997,119,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,1998,108,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,1999,90,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2000,78,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2001,64,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2002,70,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2003,88,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2004,110,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2005,154,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2006,131,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2007,128,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2008,119,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2009,143,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2010,152,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2011,137,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2012,164,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2013,186,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2014,175,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2015,158,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2016,152,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2017,126,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2018,104,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2019,100,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NL,2020,133,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,1996,46,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,1997,43,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,1998,38,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,1999,36,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2000,34,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2001,34,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2002,36,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2003,35,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2004,36,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2005,37,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2006,29,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2007,25,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2008,28,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2009,33,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2010,33,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2011,31,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2012,32,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2013,34,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2014,28,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2015,37,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2016,40,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2017,37,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2018,34,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2019,36,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,NO,2020,41,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,1998,448,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,1999,606,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2000,773,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2001,946,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2002,969,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2003,922,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2004,850,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2005,775,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2006,592,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2007,402,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2008,309,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2009,363,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2010,412,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2011,418,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2012,414,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2013,407,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2014,347,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2015,286,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2016,244,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2017,197,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2018,151,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2019,123,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PL,2020,119,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,1993,100,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,1994,115,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,1995,119,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,1996,117,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,1997,106,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,1998,78,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,1999,65,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2000,61,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2001,64,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2002,78,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2003,89,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2004,88,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2005,88,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2006,86,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2007,85,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2008,82,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2009,92,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2010,95,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2011,132,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2012,159,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2013,148,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2014,131,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2015,118,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2016,102,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2017,89,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2018,76,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2019,68,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,PT,2020,75,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,RO,1998,301,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,RO,1999,307,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,RO,2000,292,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,RO,2001,261,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y15-24,THS_PER,T,RO,2002,301,b
