DATAFLOW,LAST UPDATE,freq,na_item,ppp_cat,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,1995,122277,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,1996,125064,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,1997,124880,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,1998,129002,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,1999,133653,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2000,139964,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2001,144922,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2002,148069,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2003,153013,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2004,158861,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2005,166024,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2006,173570,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2007,180411,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2008,186875,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2009,190014,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2010,195088,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2011,203222,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2012,209208,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2013,213734,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2014,218966,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2015,223909,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2016,231139,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2017,239377,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2018,247232,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2019,254081,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2020,241093,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2021,259963,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,AT,2022,289406,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2005,9353,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2006,10177,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2007,11161,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2008,12539,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2009,12160,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2010,12356,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2011,12689,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2012,12929,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2013,13011,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2014,13196,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2015,13352,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2016,13574,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2017,13892,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2018,14455,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2019,15026,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2020,14627,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2021,15605,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BA,2022,17950,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,1995,144895,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,1996,146811,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,1997,146097,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,1998,152259,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,1999,157847,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2000,167204,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2001,172751,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2002,177386,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2003,182713,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2004,189774,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2005,197786,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2006,206708,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2007,216537,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2008,228190,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2009,230521,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2010,241017,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2011,251240,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2012,260096,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2013,267058,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2014,271115,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2015,277140,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2016,285574,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2017,296116,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2018,307632,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2019,317734,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2020,300324,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2021,327338,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BE,2022,366943,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,1995,9514,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,1996,7984,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,1997,7249,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,1998,8770,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,1999,9588,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2000,10839,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2001,12413,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2002,13586,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2003,14661,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2004,16385,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2005,18555,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2006,20663,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2007,24675,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2008,27606,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2009,26603,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2010,27701,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2011,29287,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2012,31051,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2013,29769,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2014,30682,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2015,32079,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2016,33295,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2017,35637,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2018,38179,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2019,41455,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2020,41934,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2021,48378,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,BG,2022,57782,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,1995,167467,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,1996,168944,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,1997,165526,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,1998,171456,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,1999,177976,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2000,188659,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2001,199875,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2002,206728,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2003,202971,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2004,204957,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2005,209282,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2006,211979,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2007,210263,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2008,225611,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2009,240212,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2010,268415,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2011,304192,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2012,315692,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2013,314912,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2014,322452,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2015,371061,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2016,369130,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2017,368549,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2018,361545,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2019,379183,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2020,382135,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2021,388814,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CH,2022,441445,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,1995,5091,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,1996,5422,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,1997,5801,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,1998,6330,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,1999,6729,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2000,7409,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2001,7939,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2002,8340,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2003,8849,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2004,9571,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2005,10335,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2006,11172,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2007,12504,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2008,14087,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2009,13401,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2010,14386,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2011,14716,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2012,14653,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2013,13753,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2014,13444,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2015,13508,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2016,13871,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2017,14734,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2018,15569,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2019,16517,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2020,15846,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2021,16973,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CY,2022,19573,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,1995,27156,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,1996,31550,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,1997,33500,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,1998,35979,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,1999,36947,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2000,40208,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2001,44926,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2002,52853,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2003,54096,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2004,57410,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2005,63978,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2006,70764,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2007,77267,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2008,92184,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2009,88401,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2010,94085,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2011,98719,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2012,97469,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2013,95953,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2014,92824,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2015,97188,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2016,102094,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2017,111541,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2018,122176,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2019,129897,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2020,124465,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2021,138039,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,CZ,2022,161274,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,1995,1331342,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,1996,1339778,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,1997,1323657,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,1998,1342865,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,1999,1394201,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2000,1427074,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2001,1474472,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2002,1479696,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2003,1508238,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2004,1526934,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2005,1557206,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2006,1597779,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2007,1628553,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2008,1670623,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2009,1686828,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2010,1729771,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2011,1790101,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2012,1839453,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2013,1883489,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2014,1930060,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2015,1986392,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2016,2058391,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2017,2121475,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2018,2183906,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2019,2255723,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2020,2188536,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2021,2302352,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DE,2022,2521058,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DK,1995,94711,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DK,1996,98384,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DK,1997,100840,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DK,1998,105119,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DK,1999,108852,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR,A01,DK,2000,112523,
