DATAFLOW,LAST UPDATE,freq,na_item,ppp_cat,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PL,2021,1339,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PL,2022,1494,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,1995,656,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,1996,705,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,1997,747,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,1998,794,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,1999,898,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2000,980,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2001,1041,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2002,1114,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2003,1189,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2004,1275,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2005,1335,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2006,1361,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2007,1422,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2008,1468,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2009,1558,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2010,1580,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2011,1505,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2012,1410,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2013,1413,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2014,1415,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2015,1508,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2016,1566,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2017,1638,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2018,1752,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2019,1842,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2020,1834,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2021,2107,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,PT,2022,2268,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,1999,96,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2000,104,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2001,118,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2002,126,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2003,146,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2004,185,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2005,248,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2006,290,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2007,378,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2008,473,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2009,383,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2010,514,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2011,538,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2012,552,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2013,487,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2014,508,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2015,553,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2016,592,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2017,671,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2018,707,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2019,817,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2020,934,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2021,1029,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RO,2022,1199,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2005,265,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2006,320,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2007,406,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2008,436,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2009,404,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2010,386,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2011,434,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2012,409,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2013,424,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2014,412,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2015,398,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2016,392,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2017,414,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2018,465,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2019,513,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2020,588,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2021,697,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,RS,2022,764,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,1995,1546,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,1996,1801,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,1997,1808,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,1998,1847,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,1999,1982,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2000,2218,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2001,2192,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2002,2382,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2003,2527,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2004,2569,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2005,2618,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2006,2741,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2007,2857,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2008,2891,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2009,2720,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2010,3050,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2011,3321,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2012,3516,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2013,3631,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2014,3608,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2015,3671,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2016,3625,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2017,3615,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2018,3561,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2019,3545,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2020,3723,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2021,4137,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SE,2022,4011,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,1999,744,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2000,794,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2001,859,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2002,916,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2003,958,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2004,1004,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2005,1056,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2006,1109,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2007,1184,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2008,1327,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2009,1412,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2010,1437,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2011,1460,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2012,1472,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2013,1447,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2014,1391,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2015,1445,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2016,1508,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2017,1564,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2018,1674,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2019,1771,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2020,1993,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2021,2251,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SI,2022,2350,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,1999,175,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2000,190,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2001,207,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2002,216,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2003,203,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2004,258,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2005,177,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2006,216,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2007,284,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2008,348,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2009,395,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2010,410,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2011,414,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2012,431,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2013,443,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2014,1105,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2015,1164,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2016,976,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2017,1114,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2018,1046,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2019,1229,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2020,1226,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2021,1416,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,SK,2022,1552,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,1999,109,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2000,135,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2001,114,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2002,132,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2003,131,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2004,159,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2005,292,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2006,323,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2007,410,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2008,417,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2009,398,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2010,477,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2011,450,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2012,482,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2013,481,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2014,286,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2015,304,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2016,342,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2017,348,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2018,286,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2019,305,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2020,296,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2021,300,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,TR,2022,349,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,1995,1041,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,1996,1126,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,1997,1295,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,1998,1414,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,1999,1554,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2000,1766,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2001,1880,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2002,2022,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2003,2007,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2004,2205,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2005,2318,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2006,2515,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2007,2626,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2008,2384,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2009,2284,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2010,2431,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2011,2485,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2012,2718,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2013,2686,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2014,2887,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2015,3274,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2016,3025,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2017,2920,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2018,2914,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2019,3177,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,UK,2020,3649,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0106,XK,2018,55,b
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2005,41,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2006,45,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2007,60,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2008,68,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2009,64,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2010,58,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2011,58,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2012,57,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2013,56,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2014,54,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2015,348,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2016,359,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2017,396,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2018,451,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2019,504,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2020,240,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2021,335,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AL,2022,529,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AT,1995,1448,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AT,1996,1472,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AT,1997,1456,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AT,1998,1528,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AT,1999,1590,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AT,2000,1688,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AT,2001,1745,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AT,2002,1761,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AT,2003,1758,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AT,2004,1812,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AT,2005,1851,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AT,2006,1944,
ESTAT:PRC_PPP_IND(1.0),26/03/24 11:00:00,A,EXP_EUR_HAB,A0109,AT,2007,2001,
